,Unnamed: 0,ALT_CODE,ICD10,PHECODE,Excl. Phecodes,ICD10 String,Phenotype,Excl. Phenotypes,ICD10_NOX
12444,12444,T819,T81.9,1011.0,,Unspecified complication of procedure,Complications of surgical and medical procedures,,T819
12445,12445,T82,T82,854.0,850-859.99,"Complications of cardiac and vascular prosthetic devices, implants and grafts","Complications of cardiac/vascular device, implant, and graft",Complications,T82
12446,12446,T820,T82.0,854.0,850-859.99,Mechanical complication of heart valve prosthesis,"Complications of cardiac/vascular device, implant, and graft",Complications,T820
12447,12447,T821,T82.1,854.0,850-859.99,Mechanical complication of cardiac electronic device,"Complications of cardiac/vascular device, implant, and graft",Complications,T821
12448,12448,T822,T82.2,854.0,850-859.99,Mechanical complication of coronary artery bypass and valve grafts,"Complications of cardiac/vascular device, implant, and graft",Complications,T822
12449,12449,T823,T82.3,854.0,850-859.99,Mechanical complication of other vascular grafts,"Complications of cardiac/vascular device, implant, and graft",Complications,T823
12450,12450,T824,T82.4,854.0,850-859.99,Mechanical complication of vascular dialysis catheter,"Complications of cardiac/vascular device, implant, and graft",Complications,T824
12451,12451,T825,T82.5,854.0,850-859.99,Mechanical complication of other cardiac and vascular devices and implants,"Complications of cardiac/vascular device, implant, and graft",Complications,T825
12452,12452,T826,T82.6,81.0,080-082.99,Infection and inflammatory reaction due to cardiac valve prosthesis,Infection/inflammation of internal prosthetic device; implant; and graft,Postoperative infection,T826
12453,12453,T826,T82.6,854.0,850-859.99,Infection and inflammatory reaction due to cardiac valve prosthesis,"Complications of cardiac/vascular device, implant, and graft",Complications,T826
12454,12454,T827,T82.7,854.0,850-859.99,"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts","Complications of cardiac/vascular device, implant, and graft",Complications,T827
12455,12455,T828,T82.8,854.0,850-859.99,"Other specified complications of cardiac and vascular prosthetic devices, implants and grafts","Complications of cardiac/vascular device, implant, and graft",Complications,T828
12456,12456,T829,T82.9,854.0,850-859.99,"Unspecified complication of cardiac and vascular prosthetic device, implant and graft","Complications of cardiac/vascular device, implant, and graft",Complications,T829
12457,12457,T83,T83,857.0,850-859.99,"Complications of genitourinary prosthetic devices, implants and grafts","Mechanical complication of unspecified genitourinary device, implant, and graft",Complications,T83
12458,12458,T830,T83.0,857.0,850-859.99,Mechanical complication of urinary (indwelling) catheter,"Mechanical complication of unspecified genitourinary device, implant, and graft",Complications,T830
12459,12459,T831,T83.1,857.0,850-859.99,Mechanical complication of other urinary devices and implants,"Mechanical complication of unspecified genitourinary device, implant, and graft",Complications,T831
12460,12460,T832,T83.2,857.0,850-859.99,Mechanical complication of graft of urinary organ,"Mechanical complication of unspecified genitourinary device, implant, and graft",Complications,T832
12461,12461,T833,T83.3,857.0,850-859.99,Mechanical complication of intrauterine contraceptive device,"Mechanical complication of unspecified genitourinary device, implant, and graft",Complications,T833
12462,12462,T834,T83.4,857.0,850-859.99,"Mechanical complication of other prosthetic devices, implants and grafts in genital tract","Mechanical complication of unspecified genitourinary device, implant, and graft",Complications,T834
12463,12463,T835,T83.5,81.0,080-082.99,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system",Infection/inflammation of internal prosthetic device; implant; and graft,Postoperative infection,T835
12464,12464,T835,T83.5,857.0,850-859.99,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system","Mechanical complication of unspecified genitourinary device, implant, and graft",Complications,T835
12465,12465,T836,T83.6,81.0,080-082.99,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract",Infection/inflammation of internal prosthetic device; implant; and graft,Postoperative infection,T836
12466,12466,T836,T83.6,857.0,850-859.99,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract","Mechanical complication of unspecified genitourinary device, implant, and graft",Complications,T836
12467,12467,T838,T83.8,857.0,850-859.99,"Other complications of genitourinary prosthetic devices, implants and grafts","Mechanical complication of unspecified genitourinary device, implant, and graft",Complications,T838
12468,12468,T839,T83.9,857.0,850-859.99,"Unspecified complication of genitourinary prosthetic device, implant and graft","Mechanical complication of unspecified genitourinary device, implant, and graft",Complications,T839
12469,12469,T84,T84,858.0,850-859.99,"Complications of internal orthopaedic prosthetic devices, implants and grafts",Complication of internal orthopedic device,Complications,T84
12470,12470,T840,T84.0,858.0,850-859.99,Mechanical complication of internal joint prosthesis,Complication of internal orthopedic device,Complications,T840
12471,12471,T841,T84.1,858.0,850-859.99,Mechanical complication of internal fixation device of bones of limb,Complication of internal orthopedic device,Complications,T841
12472,12472,T842,T84.2,858.0,850-859.99,Mechanical complication of internal fixation device of other bones,Complication of internal orthopedic device,Complications,T842
12473,12473,T843,T84.3,858.0,850-859.99,"Mechanical complication of other bone devices, implants and grafts",Complication of internal orthopedic device,Complications,T843
12474,12474,T844,T84.4,858.0,850-859.99,"Mechanical complication of other internal orthopaedic devices, implants and grafts",Complication of internal orthopedic device,Complications,T844
12475,12475,T845,T84.5,858.0,850-859.99,Infection and inflammatory reaction due to internal joint prosthesis,Complication of internal orthopedic device,Complications,T845
12476,12476,T846,T84.6,81.0,080-082.99,Infection and inflammatory reaction due to internal fixation device [any site],Infection/inflammation of internal prosthetic device; implant; and graft,Postoperative infection,T846
12477,12477,T847,T84.7,858.0,850-859.99,"Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices, implants and grafts",Complication of internal orthopedic device,Complications,T847
12478,12478,T847,T84.7,81.0,080-082.99,"Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices, implants and grafts",Infection/inflammation of internal prosthetic device; implant; and graft,Postoperative infection,T847
12479,12479,T848,T84.8,859.0,850-859.99,"Other complications of internal orthopaedic prosthetic devices, implants and grafts",Complication due to other implant and internal device,Complications,T848
12480,12480,T849,T84.9,858.0,850-859.99,"Unspecified complication of internal orthopaedic prosthetic device, implant and graft",Complication of internal orthopedic device,Complications,T849
12481,12481,T85,T85,859.0,850-859.99,"Complications of other internal prosthetic devices, implants and grafts",Complication due to other implant and internal device,Complications,T85
12482,12482,T850,T85.0,859.0,850-859.99,Mechanical complication of ventricular intracranial (communicating) shunt,Complication due to other implant and internal device,Complications,T850
12483,12483,T851,T85.1,859.0,850-859.99,Mechanical complication of implanted electronic stimulator of nervous system,Complication due to other implant and internal device,Complications,T851
12484,12484,T852,T85.2,859.0,850-859.99,Mechanical complication of intraocular lens,Complication due to other implant and internal device,Complications,T852
12485,12485,T853,T85.3,859.0,850-859.99,"Mechanical complication of other ocular prosthetic devices, implants and grafts",Complication due to other implant and internal device,Complications,T853
12486,12486,T854,T85.4,859.0,850-859.99,Mechanical complication of breast prosthesis and implant,Complication due to other implant and internal device,Complications,T854
12487,12487,T855,T85.5,859.0,850-859.99,"Mechanical complication of gastrointestinal prosthetic devices, implants and grafts",Complication due to other implant and internal device,Complications,T855
12488,12488,T856,T85.6,859.0,850-859.99,"Mechanical complication of other specified internal prosthetic devices, implants and grafts",Complication due to other implant and internal device,Complications,T856
12489,12489,T857,T85.7,81.0,080-082.99,"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts",Infection/inflammation of internal prosthetic device; implant; and graft,Postoperative infection,T857
12490,12490,T859,T85.9,859.0,850-859.99,"Unspecified complication of internal prosthetic device, implant and graft",Complication due to other implant and internal device,Complications,T859
12491,12491,T860,T86.0,860.0,860-860.99,Bone-marrow transplant rejection,Bone marrow or stem cell transplant,bone marrow or stem cell transplant,T860
12492,12492,T863,T86.3,429.1,428-429.99,Heart-lung transplant failure and rejection,Heart transplant/surgery,Heart failure,T863
12493,12493,T863,T86.3,510.2,510-510.99,Heart-lung transplant failure and rejection,Lung transplant,Other diseases of the lung,T863
12494,12494,T868,T86.8,851.0,850-859.99,Failure and rejection of other transplanted organs and tissues,Complications of transplants and reattached limbs,Complications,T868
12495,12495,T87,T87,874.0,870-879.99,Complications peculiar to reattachment and amputation,Complication of amputation stump,Open wound,T87
12496,12496,T870,T87.0,851.0,850-859.99,Complications of reattached (part of) upper extremity,Complications of transplants and reattached limbs,Complications,T870
12497,12497,T871,T87.1,851.0,850-859.99,Complications of reattached (part of) lower extremity,Complications of transplants and reattached limbs,Complications,T871
12498,12498,T872,T87.2,874.0,870-879.99,Complications of other reattached body part,Complication of amputation stump,Open wound,T872
12499,12499,T872,T87.2,851.0,850-859.99,Complications of other reattached body part,Complications of transplants and reattached limbs,Complications,T872
12500,12500,T873,T87.3,874.0,870-879.99,Neuroma of amputation stump,Complication of amputation stump,Open wound,T873
12501,12501,T874,T87.4,874.0,870-879.99,Infection of amputation stump,Complication of amputation stump,Open wound,T874
12502,12502,T875,T87.5,874.0,870-879.99,Necrosis of amputation stump,Complication of amputation stump,Open wound,T875
12503,12503,T876,T87.6,874.0,870-879.99,Other and unspecified complications of amputation stump,Complication of amputation stump,Open wound,T876
12504,12504,T88,T88,1011.0,,"Other complications of surgical and medical care, not elsewhere classified",Complications of surgical and medical procedures,,T88
12505,12505,T880,T88.0,1011.0,,Infection following immunization,Complications of surgical and medical procedures,,T880
12506,12506,T880,T88.0,80.0,080-082.99,Infection following immunization,Postoperative infection,Postoperative infection,T880
12507,12507,T881,T88.1,1011.0,,"Other complications following immunization, not elsewhere classified",Complications of surgical and medical procedures,,T881
12508,12508,T882,T88.2,967.0,960-979.99,Shock due to anaesthesia,Adverse effects of sedatives or other central nervous system depressants and anesthetics,"Poisoning By Drugs, Medicinal And Biological Substances",T882
12509,12509,T883,T88.3,783.0,783-783.99,Malignant hyperthermia due to anaesthesia,Fever of unknown origin,fever,T883
12510,12510,T884,T88.4,1011.0,,Failed or difficult intubation,Complications of surgical and medical procedures,,T884
12511,12511,T885,T88.5,1011.0,,Other complications of anaesthesia,Complications of surgical and medical procedures,,T885
12512,12512,T886,T88.6,1011.0,,Anaphylactic shock due to adverse effect of correct drug or medicament properly administered,Complications of surgical and medical procedures,,T886
12513,12513,T886,T88.6,946.0,930-949.99,Anaphylactic shock due to adverse effect of correct drug or medicament properly administered,Anaphylactic shock NOS,allergic reactions,T886
12514,12514,T887,T88.7,1011.0,,Unspecified adverse effect of drug or medicament,Complications of surgical and medical procedures,,T887
12515,12515,T888,T88.8,1011.0,,"Other specified complications of surgical and medical care, not elsewhere classified",Complications of surgical and medical procedures,,T888
12516,12516,T889,T88.9,1011.0,,"Complication of surgical and medical care, unspecified",Complications of surgical and medical procedures,,T889
12517,12517,T90,T90,819.0,816-819.99,Sequelae of injuries of head,Skull and face fracture and other intercranial injury,Intracranial injury,T90
12518,12518,T90,T90,1009.0,,Sequelae of injuries of head,"Injury, NOS",,T90
12519,12519,T902,T90.2,819.0,816-819.99,Sequelae of fracture of skull and facial bones,Skull and face fracture and other intercranial injury,Intracranial injury,T902
12520,12520,T903,T90.3,907.0,905-909.99,Sequelae of injury of cranial nerves,Injuries to the nervous system,"Late effects of injuries, poisonings, toxic effects, and other external causes",T903
12521,12521,T904,T90.4,819.0,816-819.99,Sequelae of injury of eye and orbit,Skull and face fracture and other intercranial injury,Intracranial injury,T904
12522,12522,T905,T90.5,819.0,816-819.99,Sequelae of intracranial injury,Skull and face fracture and other intercranial injury,Intracranial injury,T905
